Date,Match,Competition,Duration,Team,Scheme,Goals,xG,Total Shots,Shot On Target,Shots On Target %,Total Passes,Accurate Passes,Accurate Passes %,"Possession, %",Total Losses,Low Losses,Medium Losses,High Losses,Total Recoveries,Low Recoveries,Medium Recoveries,High Recoveries,Total Duels,Duels Won,Duels Won %,Total Crosses,Accurate Crosses,Accurate Crosses %,Touches in penalty area,Total Offensive Duels,Offensive Duels Won,,Total Shots Against,Shots Against On Target,Shots Against On Target %,Total Defensive Duels,Defensive Duels Won,Defensive Duels Won %,Total Forward Passes,Accurate Forward Passes,Accurate Forward Passes %,Total Passes To The Final Third,Accurate Passes To The Final Third,Accurate Passes To The Final Third %,Total Progressive Passes,Accurate Progressive Passes,Accurate Progressive Passes %,Match tempo,Average passes per possession,PPDA
,,,,Elfsborg,4-2-3-1 (100.0%),3,2.1,19,6,31.58,583,479,82.16,64.23,164,33,62,69,120,50,45,25,217,109,50.23,26,9,34.62,28,104,38,36.54,13,2,15.38,69,51,73.91,205,150,73.17,49,29,59.18,96,67,69.79,16.05,4.22,4.56
2025-06-14,Sunnanå - Mallbacken 0:2,Sweden. Elitettan,93,Sunnanå,3-4-3 (100.0%),0,0.48,6,0,0,344,245,71.22,36.98,131,22,61,48,81,39,35,7,215,96,44.65,12,3,25,9,66,16,24.24,14,7,50,102,61,59.8,135,78,57.78,37,15,40.54,65,35,53.85,17.37,2.61,9.88
,,,,Mallbacken,4-1-4-1 (100.0%),2,2.01,14,7,50,532,432,81.2,63.02,140,12,60,68,97,24,58,15,215,110,51.16,17,4,23.53,17,102,41,40.2,6,0,0,66,50,75.76,170,112,65.88,61,30,49.18,75,50,66.67,15.77,3.72,10.31
2025-06-08,Bollstanäs - Sunnanå 0:0,Sweden. Elitettan,96,Sunnanå,5-3-2 (100.0%),0,0.59,12,2,16.67,298,195,65.44,38.18,150,41,58,51,80,30,39,11,248,130,52.42,8,3,37.5,11,82,27,32.93,22,6,27.27,113,78,69.03,131,70,53.44,35,16,45.71,73,32,43.84,16.86,2.37,8.84
,,,,Bollstanäs,3-4-2-1 (100.0%),0,2.5,22,6,27.27,442,353,79.86,61.82,114,20,42,52,95,36,43,16,248,113,45.56,33,17,51.52,29,113,35,30.97,12,3,25,82,55,67.07,159,111,69.81,63,46,73.02,85,58,68.24,15.45,3.16,4.98
2025-05-25,Sunnanå - Gamla Upsala 2:1,Sweden. Elitettan,96,Sunnanå,5-4-1 (100.0%),2,1.89,10,6,60,292,197,67.47,37.93,144,36,57,51,77,41,27,9,298,138,46.31,6,2,33.33,17,123,22,17.89,19,5,26.32,131,99,75.57,124,70,56.45,33,16,48.48,69,28,40.58,14.2,2.16,11.15
,,,,Gamla Upsala,4-3-1-2 (81.35%),1,1.68,19,5,26.32,564,445,78.9,62.07,137,20,49,68,108,33,54,21,298,151,50.67,26,9,34.62,28,131,32,24.43,10,6,60,123,101,82.11,202,140,69.31,86,61,70.93,105,79,75.24,16.77,4,5.26
2025-05-18,Umeå - Sunnanå 3:1,Sweden. Elitettan,96,Sunnanå,5-3-2 (32.17%),1,0.94,14,7,50,251,170,67.73,32.88,123,25,43,55,72,34,29,9,206,99,48.06,8,1,12.5,8,81,28,34.57,15,6,40,75,49,65.33,121,66,54.55,36,16,44.44,53,32,60.38,16.1,2.22,18.95
,,,,Umeå,4-1-4-1 (100.0%),3,2.25,15,6,40,505,410,81.19,67.12,115,21,47,47,86,37,38,11,206,102,49.51,23,8,34.78,28,75,26,34.67,14,7,50,81,53,65.43,174,114,65.52,57,39,68.42,90,58,64.44,15.87,3.95,5.17
2025-05-09,Team TG FF - Sunnanå 0:1,Sweden. Elitettan,94,Sunnanå,5-4-1 (100.0%),1,0.68,6,4,66.67,384,282,73.44,45.61,128,17,57,54,92,37,46,9,244,124,50.82,7,3,42.86,12,96,32,33.33,11,3,27.27,108,75,69.44,155,91,58.71,50,23,46,62,41,66.13,13.77,3.31,6.54
,,,,Team TG FF,4-4-2 (100.0%),0,0.45,11,3,27.27,516,403,78.1,54.39,131,17,58,56,88,32,47,9,244,113,46.31,13,3,23.08,6,108,33,30.56,6,4,66.67,96,64,66.67,183,115,62.84,66,36,54.55,90,55,61.11,15.51,4.16,6.84
2025-05-04,Sunnanå - KIF Örebro 1:2,Sweden. Elitettan,95,Sunnanå,5-4-1 (100.0%),1,1.39,8,5,62.5,235,141,60,29.95,119,31,45,43,73,39,28,6,253,114,45.06,5,1,20,9,86,18,20.93,14,5,35.71,123,78,63.41,106,49,46.23,34,16,47.06,54,20,37.04,15.08,1.97,10.78
,,,,KIF Örebro,4-1-3-2 (100.0%),2,1.19,14,5,35.71,547,457,83.55,70.05,124,15,39,70,86,28,36,22,253,132,52.17,14,7,50,19,123,45,36.59,8,5,62.5,86,68,79.07,159,111,69.81,76,41,53.95,83,60,72.29,15,4.38,3.89
2025-04-27,Sunnanå - Örebro SK 2:3,Sweden. Elitettan,95,Sunnanå,4-1-4-1 (100.0%),2,1.48,14,8,57.14,372,271,72.85,50.09,165,26,72,67,102,42,40,20,243,112,46.09,16,4,25,24,104,30,28.85,14,6,42.86,83,57,68.67,164,102,62.2,46,28,60.87,82,45,54.88,14.57,2.6,7.54
,,,,Örebro SK,4-1-4-1 (100.0%),3,1.36,14,6,42.86,384,263,68.49,49.91,145,29,51,65,103,43,48,12,243,129,53.09,25,7,28,21,83,26,31.33,14,8,57.14,104,74,71.15,162,93,57.41,60,26,43.33,73,42,57.53,15.1,2.7,5.54
2025-04-21,Eskilstuna United - Sunnanå 2:0,Sweden. Elitettan,93,Sunnanå,5-4-1 (100.0%),0,0.31,10,1,10,344,242,70.35,42.48,161,49,52,60,99,50,28,21,201,93,46.27,12,4,33.33,12,60,18,30,17,6,35.29,92,59,64.13,149,90,60.4,53,30,56.6,83,47,56.63,15.65,2.77,10.89
,,,,Eskilstuna United,4-4-2 (80.39%),2,2.34,17,6,35.29,451,349,77.38,57.52,158,30,46,82,114,45,37,32,201,101,50.25,28,5,17.86,33,92,33,35.87,10,1,10,60,42,70,173,119,68.79,60,40,66.67,80,56,70,15.15,3.29,5.92
2025-04-12,Sunnanå - Jitex 0:1,Sweden. Elitettan,95,Sunnanå,5-4-1 (98.59%),0,0.6,6,3,50,314,191,60.83,54.68,174,36,71,67,105,45,46,14,321,163,50.78,15,2,13.33,11,109,33,30.28,17,5,29.41,124,93,75,152,82,53.95,46,21,45.65,77,37,48.05,12.8,2.12,4.63
,,,,Jitex,4-1-3-2 (100.0%),1,1.63,17,4,23.53,338,220,65.09,45.32,155,31,61,63,111,39,47,25,321,142,44.24,19,4,21.05,24,124,31,25,6,3,50,109,76,69.72,173,101,58.38,51,31,60.78,87,49,56.32,16.63,2.38,4.29
