Date,Match,Competition,Duration,Team,Scheme,Goals,xG,Total Shots,Shot On Target,Shots On Target %,Total Passes,Accurate Passes,Accurate Passes %,"Possession, %",Total Losses,Low Losses,Medium Losses,High Losses,Total Recoveries,Low Recoveries,Medium Recoveries,High Recoveries,Total Duels,Duels Won,Duels Won %,Total Crosses,Accurate Crosses,Accurate Crosses %,Touches in penalty area,Total Offensive Duels,Offensive Duels Won,,Total Shots Against,Shots Against On Target,Shots Against On Target %,Total Defensive Duels,Defensive Duels Won,Defensive Duels Won %,Total Forward Passes,Accurate Forward Passes,Accurate Forward Passes %,Total Passes To The Final Third,Accurate Passes To The Final Third,Accurate Passes To The Final Third %,Total Progressive Passes,Accurate Progressive Passes,Accurate Progressive Passes %,Match tempo,Average passes per possession,PPDA
,,,,Jitex,3-5-2 (100.0%),2,1.23,17,6,35.29,380,268,70.53,49.51,119,16,42,61,71,32,29,10,203,98,48.28,24,8,33.33,28,77,21,27.27,9,5,55.56,78,53,67.95,164,108,65.85,66,38,57.58,79,55,69.62,15.84,2.92,6.89
2025-09-13,Uppsala - Bollstanäs 6:0,Sweden. Elitettan,92,Bollstanäs,4-2-3-1 (70.85%),0,0.55,4,1,25,185,108,58.38,32.32,116,30,55,31,61,31,24,6,204,99,48.53,2,0,0,5,63,19,30.16,26,11,42.31,100,66,66,97,41,42.27,25,5,20,47,14,29.79,13.2,1.8,10.55
,,,,Uppsala,3-5-2 (100.0%),6,2.94,26,11,42.31,443,348,78.56,67.68,128,11,48,69,83,19,40,24,204,98,48.04,23,10,43.48,50,100,34,34,4,1,25,63,44,69.84,158,101,63.92,58,45,77.59,71,50,70.42,15.09,3.57,4.57
2025-09-06,Bollstanäs - Umeå 1:1,Sweden. Elitettan,96,Bollstanäs,4-4-2 (100.0%),1,1.09,7,4,57.14,267,198,74.16,35.97,113,35,53,25,85,55,26,4,235,106,45.11,8,3,37.5,9,80,14,17.5,24,7,29.17,110,72,65.45,105,58,55.24,20,7,35,59,26,44.07,13.98,2.32,18.29
,,,,Umeå,4-3-3 (100.0%),1,3.67,24,6,25,512,428,83.59,64.03,119,8,34,77,82,14,46,22,235,123,52.34,29,9,31.03,40,110,38,34.55,7,4,57.14,80,66,82.5,178,128,71.91,80,54,67.5,90,79,87.78,15.06,3.91,8.36
2025-08-30,Bollstanäs - Team TG FF 2:4,Sweden. Elitettan,98,Bollstanäs,4-1-4-1 (48.9%),2,3.59,23,6,26.09,472,368,77.97,61.02,125,7,38,80,106,33,45,28,246,117,47.56,25,8,32,36,116,44,37.93,10,8,80,62,46,74.19,166,112,67.47,70,42,60,87,64,73.56,15.06,3.58,5.11
,,,,Team TG FF,4-4-2 (90.55%),4,1.34,10,8,80,328,230,70.12,38.98,137,43,51,43,90,62,21,7,246,119,48.37,3,2,66.67,12,62,16,25.81,23,5,21.74,116,72,62.07,150,82,54.67,38,14,36.84,67,25,37.31,16.39,2.8,15.25
2025-08-23,Häcken II - Bollstanäs 2:0,Sweden. Elitettan,98,Bollstanäs,4-2-3-1 (100.0%),0,0.77,8,4,50,281,191,67.97,35.89,139,39,57,43,97,49,30,18,229,120,52.4,5,2,40,6,85,26,30.59,16,6,37.5,104,75,72.12,126,67,53.17,31,19,61.29,77,34,44.16,15.53,2.21,8.97
,,,,Häcken II,4-1-3-2 (100.0%),2,1.99,16,6,37.5,491,375,76.37,64.11,133,19,42,72,100,34,46,20,229,108,47.16,20,3,15,23,104,29,27.88,8,5,62.5,85,59,69.41,174,114,65.52,70,35,50,90,54,60,15.19,3.66,5.31
2025-08-16,Mallbacken - Bollstanäs 2:1,Sweden. Elitettan,96,Bollstanäs,4-2-3-1 (100.0%),1,0.91,12,5,41.67,292,186,63.7,49.02,153,32,63,58,109,48,43,18,222,91,40.99,16,2,12.5,13,98,21,21.43,10,5,50,73,55,75.34,139,70,50.36,45,18,40,75,37,49.33,12.92,2.18,4.69
